"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 03 18:04:30 GMT 2024","Mon Jun 03 18:04:30 GMT 2024","75","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCantCreateProjectWithSpecialCharacterInID","userCantCreateProjectWithSpecialCharacterInID",""
"passed","Mon Jun 03 18:04:30 GMT 2024","Mon Jun 03 18:04:30 GMT 2024","101","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCantCreateProjectWithSameNameTest","userCantCreateProjectWithSameNameTest",""
"passed","Mon Jun 03 18:04:29 GMT 2024","Mon Jun 03 18:04:29 GMT 2024","137","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCantCreateProjectWithDeletedParentProject","userCantCreateProjectWithDeletedParentProject",""
"passed","Mon Jun 03 18:04:25 GMT 2024","Mon Jun 03 18:04:25 GMT 2024","97","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCanCreateProjectOnlyWithIDAndName","userCanCreateProjectOnlyWithIDAndName",""
"passed","Mon Jun 03 18:04:25 GMT 2024","Mon Jun 03 18:04:25 GMT 2024","139","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCantCreateBuildConfigurationWithoutName","userCantCreateBuildConfigurationWithoutName",""
"passed","Mon Jun 03 18:04:22 GMT 2024","Mon Jun 03 18:04:22 GMT 2024","213","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCanCreateBuildConfigurationWithSpecificCharactersInName","userCanCreateBuildConfigurationWithSpecificCharactersInName",""
"passed","Mon Jun 03 18:04:25 GMT 2024","Mon Jun 03 18:04:26 GMT 2024","84","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCanCreateProjectTest","userCanCreateProjectTest",""
"passed","Mon Jun 03 18:04:27 GMT 2024","Mon Jun 03 18:04:27 GMT 2024","126","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCanCreateProjectWithParentProjectAndNotCopyAssociatedSettings","userCanCreateProjectWithParentProjectAndNotCopyAssociatedSettings",""
"passed","Mon Jun 03 18:04:23 GMT 2024","Mon Jun 03 18:04:23 GMT 2024","243","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCanCreateBuildConfigurationWithoutIdTest","userCanCreateBuildConfigurationWithoutIdTest",""
"passed","Mon Jun 03 18:04:27 GMT 2024","Mon Jun 03 18:04:27 GMT 2024","71","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCanCreateProjectWithSpecialCharacterInName","userCanCreateProjectWithSpecialCharacterInName",""
"passed","Mon Jun 03 18:04:28 GMT 2024","Mon Jun 03 18:04:28 GMT 2024","129","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCantCreateProjectOutOfCharactersLimitTest","userCantCreateProjectOutOfCharactersLimitTest",""
"passed","Mon Jun 03 18:04:28 GMT 2024","Mon Jun 03 18:04:28 GMT 2024","93","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCanCreateProjectWithinCharactersLimitTest","userCanCreateProjectWithinCharactersLimitTest",""
"passed","Mon Jun 03 18:04:26 GMT 2024","Mon Jun 03 18:04:26 GMT 2024","130","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCanCreateProjectWithParentProject","userCanCreateProjectWithParentProject",""
"passed","Mon Jun 03 18:04:23 GMT 2024","Mon Jun 03 18:04:23 GMT 2024","195","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCantAddBuildConfigurationToDeletedProject","userCantAddBuildConfigurationToDeletedProject",""
"passed","Mon Jun 03 18:04:24 GMT 2024","Mon Jun 03 18:04:24 GMT 2024","161","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCantCreateBuildConfigurationWithSpecificCharactersInId","userCantCreateBuildConfigurationWithSpecificCharactersInId",""
"passed","Mon Jun 03 18:04:21 GMT 2024","Mon Jun 03 18:04:21 GMT 2024","317","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCanCreateBuildConfigurationWithIdInCharacterLimit","userCanCreateBuildConfigurationWithIdInCharacterLimit",""
"passed","Mon Jun 03 18:04:24 GMT 2024","Mon Jun 03 18:04:24 GMT 2024","134","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCantCreateBuildConfigurationWithEmptyStringAsName","userCantCreateBuildConfigurationWithEmptyStringAsName",""
"passed","Mon Jun 03 18:04:22 GMT 2024","Mon Jun 03 18:04:22 GMT 2024","216","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCanCreateBuildConfigurationWithIdOutsideOfCharacterLimit","userCanCreateBuildConfigurationWithIdOutsideOfCharacterLimit",""
"passed","Mon Jun 03 18:04:06 GMT 2024","Mon Jun 03 18:04:08 GMT 2024","2731","Surefire suite","Surefire test","com.example.dztc.api.SetupTest","com.example.dztc.api.SetupTest","setAuthSettings","setAuthSettings",""
"passed","Mon Jun 03 18:04:16 GMT 2024","Mon Jun 03 18:04:21 GMT 2024","4580","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCanAddNewBuildConfigurationToProject","userCanAddNewBuildConfigurationToProject",""
