"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jun 03 16:15:02 GMT 2024","Mon Jun 03 16:15:02 GMT 2024","64","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCanCreateProjectTest","userCanCreateProjectTest",""
"broken","Mon Jun 03 16:15:23 GMT 2024","Mon Jun 03 16:15:23 GMT 2024","93","UI Suite","UI Test","com.example.dztc.ui.CreateBuildConfigurationTest","com.example.dztc.ui.CreateBuildConfigurationTest","authorizedUserToCreateBuildConfiguration","authorizedUserToCreateBuildConfiguration",""
"broken","Mon Jun 03 16:14:59 GMT 2024","Mon Jun 03 16:14:59 GMT 2024","130","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCantAddBuildConfigurationToDeletedProject","userCantAddBuildConfigurationToDeletedProject",""
"broken","Mon Jun 03 16:15:05 GMT 2024","Mon Jun 03 16:15:05 GMT 2024","120","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCantCreateProjectOutOfCharactersLimitTest","userCantCreateProjectOutOfCharactersLimitTest",""
"broken","Mon Jun 03 16:15:24 GMT 2024","Mon Jun 03 16:15:24 GMT 2024","99","UI Suite","UI Test","com.example.dztc.ui.CreateNewProjectTest","com.example.dztc.ui.CreateNewProjectTest","projectShouldNotBeCreatedWithEmptyUrl","projectShouldNotBeCreatedWithEmptyUrl",""
"broken","Mon Jun 03 16:15:08 GMT 2024","Mon Jun 03 16:15:08 GMT 2024","50","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCantCreateProjectWithoutNameTest","userCantCreateProjectWithoutNameTest",""
"broken","Mon Jun 03 16:14:52 GMT 2024","Mon Jun 03 16:14:56 GMT 2024","3982","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCanAddNewBuildConfigurationToProject","userCanAddNewBuildConfigurationToProject",""
"broken","Mon Jun 03 16:15:20 GMT 2024","Mon Jun 03 16:15:23 GMT 2024","2602","UI Suite","UI Test","com.example.dztc.ui.CreateBuildConfigurationTest","com.example.dztc.ui.CreateBuildConfigurationTest","authorizedUserCanManuallyCreateBuildConfiguration","authorizedUserCanManuallyCreateBuildConfiguration",""
"broken","Mon Jun 03 16:14:58 GMT 2024","Mon Jun 03 16:14:58 GMT 2024","83","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCanCreateBuildConfigurationWithSpecificCharactersInName","userCanCreateBuildConfigurationWithSpecificCharactersInName",""
"broken","Mon Jun 03 16:15:01 GMT 2024","Mon Jun 03 16:15:01 GMT 2024","56","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCantCreateBuildConfigurationWithoutName","userCantCreateBuildConfigurationWithoutName",""
"broken","Mon Jun 03 16:15:23 GMT 2024","Mon Jun 03 16:15:24 GMT 2024","88","UI Suite","UI Test","com.example.dztc.ui.CreateNewProjectTest","com.example.dztc.ui.CreateNewProjectTest","authorizedUserShouldBeAbleToCreateNewProject","authorizedUserShouldBeAbleToCreateNewProject",""
"broken","Mon Jun 03 16:15:01 GMT 2024","Mon Jun 03 16:15:01 GMT 2024","84","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCanCreateProjectOnlyWithIDAndName","userCanCreateProjectOnlyWithIDAndName",""
"broken","Mon Jun 03 16:15:06 GMT 2024","Mon Jun 03 16:15:06 GMT 2024","61","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCantCreateProjectWithSameNameTest","userCantCreateProjectWithSameNameTest",""
"broken","Mon Jun 03 16:15:03 GMT 2024","Mon Jun 03 16:15:03 GMT 2024","79","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCanCreateProjectWithSpecialCharacterInName","userCanCreateProjectWithSpecialCharacterInName",""
"broken","Mon Jun 03 16:14:57 GMT 2024","Mon Jun 03 16:14:57 GMT 2024","89","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCanCreateBuildConfigurationWithIdOutsideOfCharacterLimit","userCanCreateBuildConfigurationWithIdOutsideOfCharacterLimit",""
