"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 03 15:01:03 GMT 2024","Mon Jun 03 15:01:06 GMT 2024","2968","UI Suite","UI Test","com.example.dztc.ui.CreateNewProjectTest","com.example.dztc.ui.CreateNewProjectTest","projectShouldNotBeCreatedWithEmptyUrl","projectShouldNotBeCreatedWithEmptyUrl",""
"passed","Mon Jun 03 14:59:54 GMT 2024","Mon Jun 03 14:59:54 GMT 2024","233","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCantCreateBuildConfigurationWithEmptyStringAsName","userCantCreateBuildConfigurationWithEmptyStringAsName",""
"passed","Mon Jun 03 15:00:52 GMT 2024","Mon Jun 03 15:01:02 GMT 2024","10082","UI Suite","UI Test","com.example.dztc.ui.CreateNewProjectTest","com.example.dztc.ui.CreateNewProjectTest","authorizedUserShouldBeAbleToCreateNewProject","authorizedUserShouldBeAbleToCreateNewProject",""
"passed","Mon Jun 03 15:00:05 GMT 2024","Mon Jun 03 15:00:05 GMT 2024","164","API Suite","API Test","com.example.dztc.api.RolesTest","com.example.dztc.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject",""
"passed","Mon Jun 03 14:59:56 GMT 2024","Mon Jun 03 14:59:56 GMT 2024","137","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCanCreateProjectOnlyWithIDAndName","userCanCreateProjectOnlyWithIDAndName",""
"passed","Mon Jun 03 14:59:43 GMT 2024","Mon Jun 03 14:59:50 GMT 2024","6583","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCanAddNewBuildConfigurationToProject","userCanAddNewBuildConfigurationToProject",""
"passed","Mon Jun 03 15:00:01 GMT 2024","Mon Jun 03 15:00:01 GMT 2024","161","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCantCreateProjectWithDeletedParentProject","userCantCreateProjectWithDeletedParentProject",""
"passed","Mon Jun 03 15:00:03 GMT 2024","Mon Jun 03 15:00:03 GMT 2024","80","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCantCreateProjectWithoutName","userCantCreateProjectWithoutName",""
"passed","Mon Jun 03 14:59:54 GMT 2024","Mon Jun 03 14:59:55 GMT 2024","235","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCantCreateBuildConfigurationWithSpecificCharactersInId","userCantCreateBuildConfigurationWithSpecificCharactersInId",""
"passed","Mon Jun 03 14:59:50 GMT 2024","Mon Jun 03 14:59:51 GMT 2024","428","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCanCreateBuildConfigurationWithIdInCharacterLimit","userCanCreateBuildConfigurationWithIdInCharacterLimit",""
