"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 03 16:06:51 GMT 2024","Mon Jun 03 16:06:56 GMT 2024","4540","Surefire suite","Surefire test","com.example.dztc.api.SetupTest","com.example.dztc.api.SetupTest","setAuthSettings","setAuthSettings",""
"passed","Mon Jun 03 16:07:27 GMT 2024","Mon Jun 03 16:07:28 GMT 2024","74","API Suite","API Test","com.example.dztc.api.RolesTest","com.example.dztc.api.RolesTest","unauthorizedUserShouldNotHaveRightToCreateProject","unauthorizedUserShouldNotHaveRightToCreateProject",""
"broken","Mon Jun 03 16:07:17 GMT 2024","Mon Jun 03 16:07:17 GMT 2024","64","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCanCreateProjectOnlyWithIDAndName","userCanCreateProjectOnlyWithIDAndName",""
"broken","Mon Jun 03 16:07:22 GMT 2024","Mon Jun 03 16:07:22 GMT 2024","53","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCantCreateProjectWithDeletedParentProject","userCantCreateProjectWithDeletedParentProject",""
"broken","Mon Jun 03 16:07:19 GMT 2024","Mon Jun 03 16:07:19 GMT 2024","65","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCanCreateProjectWithSpecialCharacterInName","userCanCreateProjectWithSpecialCharacterInName",""
"broken","Mon Jun 03 16:07:19 GMT 2024","Mon Jun 03 16:07:19 GMT 2024","43","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCanCreateProjectWithParentProjectAndNotCopyAssociatedSettings","userCanCreateProjectWithParentProjectAndNotCopyAssociatedSettings",""
"broken","Mon Jun 03 16:07:13 GMT 2024","Mon Jun 03 16:07:13 GMT 2024","124","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCanCreateBuildConfigurationWithSpecificCharactersInName","userCanCreateBuildConfigurationWithSpecificCharactersInName",""
"broken","Mon Jun 03 16:07:21 GMT 2024","Mon Jun 03 16:07:21 GMT 2024","85","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCantCreateProjectOutOfCharactersLimitTest","userCantCreateProjectOutOfCharactersLimitTest",""
"broken","Mon Jun 03 16:07:36 GMT 2024","Mon Jun 03 16:07:39 GMT 2024","2748","UI Suite","UI Test","com.example.dztc.ui.CreateBuildConfigurationTest","com.example.dztc.ui.CreateBuildConfigurationTest","authorizedUserCanManuallyCreateBuildConfiguration","authorizedUserCanManuallyCreateBuildConfiguration",""
"broken","Mon Jun 03 16:07:26 GMT 2024","Mon Jun 03 16:07:26 GMT 2024","53","API Suite","API Test","com.example.dztc.api.RolesTest","com.example.dztc.api.RolesTest","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject",""
"broken","Mon Jun 03 16:07:18 GMT 2024","Mon Jun 03 16:07:18 GMT 2024","60","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCanCreateProjectWithParentProject","userCanCreateProjectWithParentProject",""
"broken","Mon Jun 03 16:07:16 GMT 2024","Mon Jun 03 16:07:16 GMT 2024","57","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCantCreateBuildConfigurationWithoutName","userCantCreateBuildConfigurationWithoutName",""
"broken","Mon Jun 03 16:07:15 GMT 2024","Mon Jun 03 16:07:15 GMT 2024","87","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCantCreateBuildConfigurationWithSpecificCharactersInId","userCantCreateBuildConfigurationWithSpecificCharactersInId",""
"broken","Mon Jun 03 16:07:15 GMT 2024","Mon Jun 03 16:07:15 GMT 2024","86","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCantCreateBuildConfigurationWithEmptyStringAsName","userCantCreateBuildConfigurationWithEmptyStringAsName",""
"broken","Mon Jun 03 16:07:07 GMT 2024","Mon Jun 03 16:07:11 GMT 2024","3997","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCanAddNewBuildConfigurationToProject","userCanAddNewBuildConfigurationToProject",""
"broken","Mon Jun 03 16:07:40 GMT 2024","Mon Jun 03 16:07:40 GMT 2024","60","UI Suite","UI Test","com.example.dztc.ui.CreateNewProjectTest","com.example.dztc.ui.CreateNewProjectTest","userShouldNotBeAbleToCreateNewProjectWithEmptyValues","userShouldNotBeAbleToCreateNewProjectWithEmptyValues",""
"broken","Mon Jun 03 16:07:39 GMT 2024","Mon Jun 03 16:07:39 GMT 2024","49","UI Suite","UI Test","com.example.dztc.ui.CreateNewProjectTest","com.example.dztc.ui.CreateNewProjectTest","authorizedUserShouldBeAbleToCreateNewProject","authorizedUserShouldBeAbleToCreateNewProject",""
"broken","Mon Jun 03 16:07:27 GMT 2024","Mon Jun 03 16:07:27 GMT 2024","66","API Suite","API Test","com.example.dztc.api.RolesTest","com.example.dztc.api.RolesTest","systemAdminShouldHaveRightsToCreateProject","systemAdminShouldHaveRightsToCreateProject",""
"broken","Mon Jun 03 16:07:14 GMT 2024","Mon Jun 03 16:07:14 GMT 2024","99","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCantAddBuildConfigurationToDeletedProject","userCantAddBuildConfigurationToDeletedProject",""
