"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 03 18:14:14 GMT 2024","Mon Jun 03 18:14:17 GMT 2024","2671","UI Suite","UI Test","com.example.dztc.ui.CreateNewProjectTest","com.example.dztc.ui.CreateNewProjectTest","projectShouldNotBeCreatedWithEmptyUrl","projectShouldNotBeCreatedWithEmptyUrl",""
"passed","Mon Jun 03 18:13:20 GMT 2024","Mon Jun 03 18:13:21 GMT 2024","170","API Suite","API Test","com.example.dztc.api.RolesTest","com.example.dztc.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject",""
"passed","Mon Jun 03 18:13:21 GMT 2024","Mon Jun 03 18:13:21 GMT 2024","141","API Suite","API Test","com.example.dztc.api.RolesTest","com.example.dztc.api.RolesTest","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject",""
"passed","Mon Jun 03 18:13:17 GMT 2024","Mon Jun 03 18:13:18 GMT 2024","137","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCantCreateProjectWithDeletedParentProject","userCantCreateProjectWithDeletedParentProject",""
"passed","Mon Jun 03 18:13:16 GMT 2024","Mon Jun 03 18:13:16 GMT 2024","74","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCanCreateProjectWithinCharactersLimitTest","userCanCreateProjectWithinCharactersLimitTest",""
"passed","Mon Jun 03 18:12:53 GMT 2024","Mon Jun 03 18:12:56 GMT 2024","3296","Surefire suite","Surefire test","com.example.dztc.api.SetupTest","com.example.dztc.api.SetupTest","setAuthSettings","setAuthSettings",""
"passed","Mon Jun 03 18:13:22 GMT 2024","Mon Jun 03 18:13:22 GMT 2024","69","API Suite","API Test","com.example.dztc.api.RolesTest","com.example.dztc.api.RolesTest","systemAdminShouldHaveRightsToCreateProject","systemAdminShouldHaveRightsToCreateProject",""
"passed","Mon Jun 03 18:14:17 GMT 2024","Mon Jun 03 18:14:23 GMT 2024","6156","UI Suite","UI Test","com.example.dztc.ui.CreateNewProjectTest","com.example.dztc.ui.CreateNewProjectTest","userShouldNotBeAbleToCreateNewProjectWithEmptyValues","userShouldNotBeAbleToCreateNewProjectWithEmptyValues",""
"passed","Mon Jun 03 18:13:31 GMT 2024","Mon Jun 03 18:13:53 GMT 2024","21487","UI Suite","UI Test","com.example.dztc.ui.CreateBuildConfigurationTest","com.example.dztc.ui.CreateBuildConfigurationTest","authorizedUserCanManuallyCreateBuildConfiguration","authorizedUserCanManuallyCreateBuildConfiguration",""
"passed","Mon Jun 03 18:14:04 GMT 2024","Mon Jun 03 18:14:14 GMT 2024","9818","UI Suite","UI Test","com.example.dztc.ui.CreateNewProjectTest","com.example.dztc.ui.CreateNewProjectTest","authorizedUserShouldBeAbleToCreateNewProject","authorizedUserShouldBeAbleToCreateNewProject",""
"passed","Mon Jun 03 18:13:14 GMT 2024","Mon Jun 03 18:13:14 GMT 2024","97","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCanCreateProjectTest","userCanCreateProjectTest",""
"passed","Mon Jun 03 18:13:17 GMT 2024","Mon Jun 03 18:13:17 GMT 2024","107","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCantCreateProjectOutOfCharactersLimitTest","userCantCreateProjectOutOfCharactersLimitTest",""
"passed","Mon Jun 03 18:13:13 GMT 2024","Mon Jun 03 18:13:13 GMT 2024","160","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCantCreateBuildConfigurationWithSpecificCharactersInId","userCantCreateBuildConfigurationWithSpecificCharactersInId",""
"passed","Mon Jun 03 18:13:12 GMT 2024","Mon Jun 03 18:13:12 GMT 2024","120","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCantCreateBuildConfigurationWithEmptyStringAsName","userCantCreateBuildConfigurationWithEmptyStringAsName",""
"passed","Mon Jun 03 18:13:15 GMT 2024","Mon Jun 03 18:13:15 GMT 2024","147","API Suite","API Test","com.example.dztc.api.ProjectTest","com.example.dztc.api.ProjectTest","userCanCreateProjectWithParentProject","userCanCreateProjectWithParentProject",""
"passed","Mon Jun 03 18:13:11 GMT 2024","Mon Jun 03 18:13:11 GMT 2024","215","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCanCreateBuildConfigurationWithoutIdTest","userCanCreateBuildConfigurationWithoutIdTest",""
"passed","Mon Jun 03 18:13:13 GMT 2024","Mon Jun 03 18:13:13 GMT 2024","134","API Suite","API Test","com.example.dztc.api.BuildConfigurationTest","com.example.dztc.api.BuildConfigurationTest","userCantCreateBuildConfigurationWithoutName","userCantCreateBuildConfigurationWithoutName",""
